run_id,initial_state,algorithm,cost_function,heuristic,random_successors,goal_state_found,path_length,path_cost,nodes_generated,nodes_visited,execution_time_sec
47,83261475_,UniformCostSearch,C3,N/A,False,_12345678,16,40.0,27292,9788,0.1538
48,83261475_,UniformCostSearch,C4,N/A,False,_12345678,16,46.0,21702,8432,0.1622
49,73_546821,BreadthFirstSearch,C1,N/A,False,1234567_8,21,42.0,131649,49081,0.7497
50,73_546821,BreadthFirstSearch,C2,N/A,False,1234567_8,21,51.0,131649,49081,0.7431
51,73_546821,BreadthFirstSearch,C3,N/A,False,1234567_8,21,54.0,131649,49081,0.6953
52,73_546821,BreadthFirstSearch,C4,N/A,False,1234567_8,21,62.0,131649,49081,0.8406
53,73_546821,DepthFirstSearch,C1,N/A,False,_12345678,28,56.0,70134,25164,0.2922
54,73_546821,DepthFirstSearch,C2,N/A,False,_12345678,28,68.0,70134,25164,0.3085
55,73_546821,DepthFirstSearch,C3,N/A,False,_12345678,28,72.0,70134,25164,0.3187
56,73_546821,DepthFirstSearch,C4,N/A,False,_12345678,28,83.0,70134,25164,0.387
57,73_546821,UniformCostSearch,C1,N/A,False,1234567_8,21,42.0,318490,115651,2.6957
58,73_546821,UniformCostSearch,C2,N/A,False,1234567_8,21,51.0,197175,76438,1.5327
59,73_546821,UniformCostSearch,C3,N/A,False,1234567_8,21,54.0,305284,117315,2.6529
60,73_546821,UniformCostSearch,C4,N/A,False,1234567_8,21,62.0,178704,73339,1.6286
61,63587_421,BreadthFirstSearch,C1,N/A,False,_12345678,21,42.0,146426,53693,0.7503
62,63587_421,BreadthFirstSearch,C2,N/A,False,_12345678,21,52.0,146426,53693,0.7951
63,63587_421,BreadthFirstSearch,C3,N/A,False,_12345678,21,53.0,146426,53693,0.8424
64,63587_421,BreadthFirstSearch,C4,N/A,False,_12345678,21,65.0,146426,53693,0.9204
65,63587_421,DepthFirstSearch,C1,N/A,False,1234_5678,29,58.0,11586,4346,0.06
66,63587_421,DepthFirstSearch,C2,N/A,False,1234_5678,29,69.0,11586,4346,0.045
67,63587_421,DepthFirstSearch,C3,N/A,False,1234_5678,29,76.0,11586,4346,0.0477
68,63587_421,DepthFirstSearch,C4,N/A,False,1234_5678,29,84.0,11586,4346,0.0619
69,63587_421,UniformCostSearch,C1,N/A,False,_12345678,21,42.0,303073,112524,2.5607
70,63587_421,UniformCostSearch,C2,N/A,False,_12345678,21,52.0,230419,85712,1.9658
71,63587_421,UniformCostSearch,C3,N/A,False,_12345678,21,53.0,315168,122594,2.8009
72,63587_421,UniformCostSearch,C4,N/A,False,_12345678,23,63.0,211298,87758,1.9055
73,4_6382571,BreadthFirstSearch,C1,N/A,False,12345_678,24,48.0,300074,111685,1.6704
74,4_6382571,BreadthFirstSearch,C2,N/A,False,12345_678,24,61.0,300074,111685,1.6911
75,4_6382571,BreadthFirstSearch,C3,N/A,False,12345_678,24,59.0,300074,111685,1.7157
76,4_6382571,BreadthFirstSearch,C4,N/A,False,12345_678,24,75.0,300074,111685,1.9914
77,4_6382571,DepthFirstSearch,C1,N/A,False,1234567_8,30,60.0,48055,17999,0.1931
78,4_6382571,DepthFirstSearch,C2,N/A,False,1234567_8,30,72.0,48055,17999,0.2245
79,4_6382571,DepthFirstSearch,C3,N/A,False,1234567_8,30,78.0,48055,17999,0.2025
80,4_6382571,DepthFirstSearch,C4,N/A,False,1234567_8,30,88.0,48055,17999,0.2748
81,4_6382571,UniformCostSearch,C1,N/A,False,12345_678,24,48.0,675492,252655,6.064
82,4_6382571,UniformCostSearch,C2,N/A,False,1234567_8,24,60.0,632963,248549,6.2214
83,4_6382571,UniformCostSearch,C3,N/A,False,12345_678,24,59.0,558011,221816,5.3435
84,4_6382571,UniformCostSearch,C4,N/A,False,12345_678,24,70.0,397117,172995,4.0368
85,61_543287,BreadthFirstSearch,C1,N/A,False,123_45678,19,38.0,58413,21546,0.2848
86,61_543287,BreadthFirstSearch,C2,N/A,False,123_45678,19,48.0,58413,21546,0.3082
87,61_543287,BreadthFirstSearch,C3,N/A,False,123_45678,19,47.0,58413,21546,0.3185
88,61_543287,BreadthFirstSearch,C4,N/A,False,123_45678,19,57.0,58413,21546,0.3465
89,61_543287,DepthFirstSearch,C1,N/A,False,123456_78,30,60.0,52285,18738,0.2347
90,61_543287,DepthFirstSearch,C2,N/A,False,123456_78,30,74.0,52285,18738,0.2182
91,61_543287,DepthFirstSearch,C3,N/A,False,123456_78,30,76.0,52285,18738,0.2441
92,61_543287,DepthFirstSearch,C4,N/A,False,123456_78,30,88.0,52285,18738,0.2973
93,61_543287,UniformCostSearch,C1,N/A,False,12345_678,19,38.0,116792,43079,0.8066
94,61_543287,UniformCostSearch,C2,N/A,False,12345_678,19,46.0,88498,33064,0.6252
95,61_543287,UniformCostSearch,C3,N/A,False,123_45678,19,47.0,110273,41409,0.7661
96,61_543287,UniformCostSearch,C4,N/A,False,12345_678,19,54.0,71278,28407,0.5482
97,35_642187,BreadthFirstSearch,C1,N/A,False,1234_5678,20,40.0,74777,27981,0.3649
98,35_642187,BreadthFirstSearch,C2,N/A,False,1234_5678,20,49.0,74777,27981,0.3771
99,35_642187,BreadthFirstSearch,C3,N/A,False,1234_5678,20,51.0,74777,27981,0.3968
100,35_642187,BreadthFirstSearch,C4,N/A,False,1234_5678,20,61.0,74777,27981,0.4448
101,35_642187,DepthFirstSearch,C1,N/A,False,1234567_8,29,58.0,6514,2324,0.0401
102,35_642187,DepthFirstSearch,C2,N/A,False,1234567_8,29,71.0,6514,2324,0.026
103,35_642187,DepthFirstSearch,C3,N/A,False,1234567_8,29,74.0,6514,2324,0.028
104,35_642187,DepthFirstSearch,C4,N/A,False,1234567_8,29,86.0,6514,2324,0.0347
105,35_642187,UniformCostSearch,C1,N/A,False,1234_5678,20,40.0,162795,59860,1.272
106,35_642187,UniformCostSearch,C2,N/A,False,1234_5678,20,49.0,154481,56695,1.1633
107,35_642187,UniformCostSearch,C3,N/A,False,1234_5678,20,51.0,201455,77740,1.6315
108,35_642187,UniformCostSearch,C4,N/A,False,1234_5678,20,61.0,174770,71702,1.5959
109,27835_461,BreadthFirstSearch,C1,N/A,False,_12345678,21,42.0,120782,45145,0.6529
110,27835_461,BreadthFirstSearch,C2,N/A,False,_12345678,21,52.0,120782,45145,0.6531
111,27835_461,BreadthFirstSearch,C3,N/A,False,_12345678,21,53.0,120782,45145,0.6687
112,27835_461,BreadthFirstSearch,C4,N/A,False,_12345678,21,64.0,120782,45145,0.7795
113,27835_461,DepthFirstSearch,C1,N/A,False,123_45678,28,56.0,82922,31072,0.3554
114,27835_461,DepthFirstSearch,C2,N/A,False,123_45678,28,70.0,82922,31072,0.3719
115,27835_461,DepthFirstSearch,C3,N/A,False,123_45678,28,70.0,82922,31072,0.3781
116,27835_461,DepthFirstSearch,C4,N/A,False,123_45678,28,80.0,82922,31072,0.4679
117,27835_461,UniformCostSearch,C1,N/A,False,_12345678,21,42.0,258635,94099,2.1294
118,27835_461,UniformCostSearch,C2,N/A,False,_12345678,21,52.0,232012,86509,1.8662
119,27835_461,UniformCostSearch,C3,N/A,False,_12345678,21,53.0,273817,102062,2.4266
120,27835_461,UniformCostSearch,C4,N/A,False,_12345678,21,60.0,160930,65554,1.4154
121,568_21347,BreadthFirstSearch,C1,N/A,False,123456_78,19,38.0,64255,23694,0.341
122,568_21347,BreadthFirstSearch,C2,N/A,False,123456_78,19,46.0,64255,23694,0.3135
123,568_21347,BreadthFirstSearch,C3,N/A,False,123456_78,19,49.0,64255,23694,0.3283
124,568_21347,BreadthFirstSearch,C4,N/A,False,123456_78,19,58.0,64255,23694,0.3982
125,568_21347,DepthFirstSearch,C1,N/A,False,None,inf,inf,88000,32983,0.3836
126,568_21347,DepthFirstSearch,C2,N/A,False,None,inf,inf,88000,32983,0.3901
127,568_21347,DepthFirstSearch,C3,N/A,False,None,inf,inf,88000,32983,0.3966
128,568_21347,DepthFirstSearch,C4,N/A,False,None,inf,inf,88000,32983,0.5547
129,568_21347,UniformCostSearch,C1,N/A,False,123456_78,19,38.0,125133,45588,0.9239
130,568_21347,UniformCostSearch,C2,N/A,False,123456_78,19,46.0,104142,39257,0.7177
131,568_21347,UniformCostSearch,C3,N/A,False,123456_78,19,49.0,163283,61790,1.2614
132,568_21347,UniformCostSearch,C4,N/A,False,123456_78,19,58.0,126795,51277,1.1134
133,612_48375,BreadthFirstSearch,C1,N/A,False,12_345678,19,38.0,65164,23997,0.3468
134,612_48375,BreadthFirstSearch,C2,N/A,False,12_345678,19,48.0,65164,23997,0.3131
135,612_48375,BreadthFirstSearch,C3,N/A,False,12_345678,19,47.0,65164,23997,0.3354
136,612_48375,BreadthFirstSearch,C4,N/A,False,12_345678,19,56.0,65164,23997,0.4103
137,612_48375,DepthFirstSearch,C1,N/A,False,12345_678,30,60.0,16690,6259,0.0675
138,612_48375,DepthFirstSearch,C2,N/A,False,12345_678,30,72.0,16690,6259,0.0686
139,612_48375,DepthFirstSearch,C3,N/A,False,12345_678,30,78.0,16690,6259,0.0902
140,612_48375,DepthFirstSearch,C4,N/A,False,12345_678,30,85.0,16690,6259,0.0874
141,612_48375,UniformCostSearch,C1,N/A,False,12_345678,19,38.0,135527,50263,0.996
142,612_48375,UniformCostSearch,C2,N/A,False,12_345678,19,48.0,136294,51153,1.014
143,612_48375,UniformCostSearch,C3,N/A,False,12_345678,19,47.0,120739,45715,0.9173
144,612_48375,UniformCostSearch,C4,N/A,False,12_345678,19,54.0,81163,32261,0.6408
145,56234871_,BreadthFirstSearch,C1,N/A,False,123456_78,20,40.0,77648,28938,0.3883
146,56234871_,BreadthFirstSearch,C2,N/A,False,123456_78,20,50.0,77648,28938,0.3921
147,56234871_,BreadthFirstSearch,C3,N/A,False,123456_78,20,50.0,77648,28938,0.3956
148,56234871_,BreadthFirstSearch,C4,N/A,False,123456_78,20,59.0,77648,28938,0.5098
149,56234871_,DepthFirstSearch,C1,N/A,False,123456_78,30,60.0,4398,1566,0.0181
150,56234871_,DepthFirstSearch,C2,N/A,False,123456_78,30,72.0,4398,1566,0.018
151,56234871_,DepthFirstSearch,C3,N/A,False,123456_78,30,78.0,4398,1566,0.018
152,56234871_,DepthFirstSearch,C4,N/A,False,123456_78,30,88.0,4398,1566,0.0235
153,56234871_,UniformCostSearch,C1,N/A,False,123456_78,20,40.0,173945,64301,1.3473
154,56234871_,UniformCostSearch,C2,N/A,False,123456_78,20,50.0,164408,61343,1.3013
155,56234871_,UniformCostSearch,C3,N/A,False,1234_5678,20,49.0,154091,56617,1.1433
156,56234871_,UniformCostSearch,C4,N/A,False,123456_78,20,59.0,130240,53003,1.1047
157,_12763854,BreadthFirstSearch,C1,N/A,False,123_45678,13,26.0,4755,1780,0.0202
158,_12763854,BreadthFirstSearch,C2,N/A,False,123_45678,13,34.0,4755,1780,0.019
159,_12763854,BreadthFirstSearch,C3,N/A,False,123_45678,13,31.0,4755,1780,0.0197
160,_12763854,BreadthFirstSearch,C4,N/A,False,123_45678,13,36.0,4755,1780,0.0412
161,_12763854,DepthFirstSearch,C1,N/A,False,123_45678,29,58.0,50402,18069,0.2107
162,_12763854,DepthFirstSearch,C2,N/A,False,123_45678,29,72.0,50402,18069,0.2294
163,_12763854,DepthFirstSearch,C3,N/A,False,123_45678,29,73.0,50402,18069,0.2193
164,_12763854,DepthFirstSearch,C4,N/A,False,123_45678,29,89.0,50402,18069,0.2892
165,_12763854,UniformCostSearch,C1,N/A,False,123_45678,13,26.0,8896,3203,0.0432
166,_12763854,UniformCostSearch,C2,N/A,False,123_45678,13,34.0,10585,4057,0.0545
167,_12763854,UniformCostSearch,C3,N/A,False,123_45678,13,31.0,5585,2105,0.0442
168,_12763854,UniformCostSearch,C4,N/A,False,123_45678,13,36.0,4645,1791,0.0278
169,4185672_3,BreadthFirstSearch,C1,N/A,False,12345_678,20,40.0,103688,38757,0.5133
170,4185672_3,BreadthFirstSearch,C2,N/A,False,12345_678,20,49.0,103688,38757,0.5436
171,4185672_3,BreadthFirstSearch,C3,N/A,False,12345_678,20,51.0,103688,38757,0.5631
172,4185672_3,BreadthFirstSearch,C4,N/A,False,12345_678,20,59.0,103688,38757,0.6812
173,4185672_3,DepthFirstSearch,C1,N/A,False,123_45678,28,56.0,47080,17642,0.1882
174,4185672_3,DepthFirstSearch,C2,N/A,False,123_45678,28,69.0,47080,17642,0.2176
175,4185672_3,DepthFirstSearch,C3,N/A,False,123_45678,28,71.0,47080,17642,0.196
176,4185672_3,DepthFirstSearch,C4,N/A,False,123_45678,28,82.0,47080,17642,0.2652
177,4185672_3,UniformCostSearch,C1,N/A,False,12345_678,20,40.0,171088,64017,1.3147
178,4185672_3,UniformCostSearch,C2,N/A,False,12345_678,20,49.0,167439,63282,1.3203
179,4185672_3,UniformCostSearch,C3,N/A,False,12345_678,20,51.0,218803,81536,1.7907
180,4185672_3,UniformCostSearch,C4,N/A,False,12345_678,20,59.0,142369,57686,1.237
181,74528_136,BreadthFirstSearch,C1,N/A,False,12_345678,17,34.0,29911,10928,0.1482
182,74528_136,BreadthFirstSearch,C2,N/A,False,12_345678,17,42.0,29911,10928,0.1641
183,74528_136,BreadthFirstSearch,C3,N/A,False,12_345678,17,43.0,29911,10928,0.1542
184,74528_136,BreadthFirstSearch,C4,N/A,False,12_345678,17,49.0,29911,10928,0.1655
185,74528_136,DepthFirstSearch,C1,N/A,False,None,inf,inf,88002,32983,0.4123
186,74528_136,DepthFirstSearch,C2,N/A,False,None,inf,inf,88002,32983,0.3885
187,74528_136,DepthFirstSearch,C3,N/A,False,None,inf,inf,88002,32983,0.4074
188,74528_136,DepthFirstSearch,C4,N/A,False,None,inf,inf,88002,32983,0.4867
189,74528_136,UniformCostSearch,C1,N/A,False,12_345678,17,34.0,50151,18221,0.3042
190,74528_136,UniformCostSearch,C2,N/A,False,12_345678,17,42.0,44482,16274,0.2968
191,74528_136,UniformCostSearch,C3,N/A,False,12_345678,17,43.0,56816,20823,0.3918
192,74528_136,UniformCostSearch,C4,N/A,False,12_345678,17,49.0,38450,14977,0.2869
193,832517_46,BreadthFirstSearch,C1,N/A,False,_12345678,18,36.0,32784,12253,0.1582
194,832517_46,BreadthFirstSearch,C2,N/A,False,_12345678,18,46.0,32784,12253,0.1722
195,832517_46,BreadthFirstSearch,C3,N/A,False,_12345678,18,44.0,32784,12253,0.1665
196,832517_46,BreadthFirstSearch,C4,N/A,False,_12345678,18,53.0,32784,12253,0.206
197,832517_46,DepthFirstSearch,C1,N/A,False,12345_678,29,58.0,71499,25660,0.2935
198,832517_46,DepthFirstSearch,C2,N/A,False,12345_678,29,72.0,71499,25660,0.3129
199,832517_46,DepthFirstSearch,C3,N/A,False,12345_678,29,73.0,71499,25660,0.3213
200,832517_46,DepthFirstSearch,C4,N/A,False,12345_678,29,89.0,71499,25660,0.3975
201,832517_46,UniformCostSearch,C1,N/A,False,_12345678,18,36.0,63323,22843,0.4194
202,832517_46,UniformCostSearch,C2,N/A,False,_12345678,18,46.0,90046,33726,0.6414
203,832517_46,UniformCostSearch,C3,N/A,False,_12345678,18,44.0,61940,23024,0.4213
204,832517_46,UniformCostSearch,C4,N/A,False,_12345678,18,53.0,64456,25690,0.5139
205,1754_2836,BreadthFirstSearch,C1,N/A,False,12345678_,16,32.0,16847,6303,0.0712
206,1754_2836,BreadthFirstSearch,C2,N/A,False,12345678_,16,39.0,16847,6303,0.0896
207,1754_2836,BreadthFirstSearch,C3,N/A,False,12345678_,16,41.0,16847,6303,0.0816
208,1754_2836,BreadthFirstSearch,C4,N/A,False,12345678_,16,47.0,16847,6303,0.1102
209,1754_2836,DepthFirstSearch,C1,N/A,False,12345678_,28,56.0,53018,19012,0.214
210,1754_2836,DepthFirstSearch,C2,N/A,False,12345678_,28,69.0,53018,19012,0.2377
211,1754_2836,DepthFirstSearch,C3,N/A,False,12345678_,28,71.0,53018,19012,0.2283
212,1754_2836,DepthFirstSearch,C4,N/A,False,12345678_,28,86.0,53018,19012,0.2969
213,1754_2836,UniformCostSearch,C1,N/A,False,12345678_,16,32.0,42335,15812,0.2583
214,1754_2836,UniformCostSearch,C2,N/A,False,12345678_,16,39.0,29447,10761,0.1762
215,1754_2836,UniformCostSearch,C3,N/A,False,12345678_,16,41.0,42081,15397,0.2909
216,1754_2836,UniformCostSearch,C4,N/A,False,12345678_,16,43.0,20905,8023,0.1308
217,1485627_3,BreadthFirstSearch,C1,N/A,False,12345_678,18,36.0,47278,17612,0.2532
218,1485627_3,BreadthFirstSearch,C2,N/A,False,12345_678,18,45.0,47278,17612,0.2321
219,1485627_3,BreadthFirstSearch,C3,N/A,False,12345_678,18,45.0,47278,17612,0.2346
220,1485627_3,BreadthFirstSearch,C4,N/A,False,12345_678,18,51.0,47278,17612,0.3104
221,1485627_3,DepthFirstSearch,C1,N/A,False,123456_78,27,54.0,67980,25468,0.2777
222,1485627_3,DepthFirstSearch,C2,N/A,False,123456_78,27,65.0,67980,25468,0.3029
223,1485627_3,DepthFirstSearch,C3,N/A,False,123456_78,27,70.0,67980,25468,0.3059
224,1485627_3,DepthFirstSearch,C4,N/A,False,123456_78,27,79.0,67980,25468,0.3766
225,1485627_3,UniformCostSearch,C1,N/A,False,12345_678,18,36.0,93617,34156,0.6563
226,1485627_3,UniformCostSearch,C2,N/A,False,12345_678,18,45.0,89742,33312,0.6466
227,1485627_3,UniformCostSearch,C3,N/A,False,12345_678,18,45.0,88227,32643,0.5827
228,1485627_3,UniformCostSearch,C4,N/A,False,12345_678,18,51.0,46906,18581,0.3614
229,_45278316,BreadthFirstSearch,C1,N/A,False,12_345678,20,40.0,83459,30875,0.421
230,_45278316,BreadthFirstSearch,C2,N/A,False,12_345678,20,50.0,83459,30875,0.4193
231,_45278316,BreadthFirstSearch,C3,N/A,False,12_345678,20,50.0,83459,30875,0.463
232,_45278316,BreadthFirstSearch,C4,N/A,False,12_345678,20,59.0,83459,30875,0.5137
233,_45278316,DepthFirstSearch,C1,N/A,False,123_45678,27,54.0,2568,919,0.0092
234,_45278316,DepthFirstSearch,C2,N/A,False,123_45678,27,64.0,2568,919,0.01
235,_45278316,DepthFirstSearch,C3,N/A,False,123_45678,27,71.0,2568,919,0.011
236,_45278316,DepthFirstSearch,C4,N/A,False,123_45678,27,75.0,2568,919,0.013
237,_45278316,UniformCostSearch,C1,N/A,False,12_345678,20,40.0,181295,67143,1.3843
238,_45278316,UniformCostSearch,C2,N/A,False,12_345678,20,50.0,157074,57665,1.21
239,_45278316,UniformCostSearch,C3,N/A,False,12_345678,20,50.0,166827,62487,1.304
240,_45278316,UniformCostSearch,C4,N/A,False,12_345678,20,54.0,71833,28602,0.5555
241,18_762354,BreadthFirstSearch,C1,N/A,False,_12345678,20,40.0,74402,27856,0.3814
242,18_762354,BreadthFirstSearch,C2,N/A,False,_12345678,20,48.0,74402,27856,0.3809
243,18_762354,BreadthFirstSearch,C3,N/A,False,_12345678,20,52.0,74402,27856,0.3845
244,18_762354,BreadthFirstSearch,C4,N/A,False,_12345678,20,57.0,74402,27856,0.4575
245,18_762354,DepthFirstSearch,C1,N/A,False,_12345678,20,40.0,56978,20428,0.259
246,18_762354,DepthFirstSearch,C2,N/A,False,_12345678,20,48.0,56978,20428,0.2658
247,18_762354,DepthFirstSearch,C3,N/A,False,_12345678,20,52.0,56978,20428,0.2471
248,18_762354,DepthFirstSearch,C4,N/A,False,_12345678,20,57.0,56978,20428,0.3232
249,18_762354,UniformCostSearch,C1,N/A,False,12_345678,20,40.0,148901,53854,1.0643
250,18_762354,UniformCostSearch,C2,N/A,False,12_345678,20,48.0,124477,46638,0.8955
251,18_762354,UniformCostSearch,C3,N/A,False,12_345678,20,50.0,178523,68351,1.363
252,18_762354,UniformCostSearch,C4,N/A,False,_12345678,20,57.0,100032,40013,0.8161
253,4123_7865,BreadthFirstSearch,C1,N/A,False,12345_678,15,30.0,14711,5487,0.0762
254,4123_7865,BreadthFirstSearch,C2,N/A,False,12345_678,15,39.0,14711,5487,0.0619
255,4123_7865,BreadthFirstSearch,C3,N/A,False,12345_678,15,36.0,14711,5487,0.0852
256,4123_7865,BreadthFirstSearch,C4,N/A,False,12345_678,15,43.0,14711,5487,0.0828
257,4123_7865,DepthFirstSearch,C1,N/A,False,12_345678,28,56.0,32277,11554,0.1379
258,4123_7865,DepthFirstSearch,C2,N/A,False,12_345678,28,69.0,32277,11554,0.1495
259,4123_7865,DepthFirstSearch,C3,N/A,False,12_345678,28,71.0,32277,11554,0.1404
260,4123_7865,DepthFirstSearch,C4,N/A,False,12_345678,28,82.0,32277,11554,0.1651
261,4123_7865,UniformCostSearch,C1,N/A,False,12345_678,15,30.0,27417,9942,0.1684
262,4123_7865,UniformCostSearch,C2,N/A,False,12345_678,15,39.0,35308,13561,0.2081
263,4123_7865,UniformCostSearch,C3,N/A,False,12345_678,15,36.0,18685,7081,0.1187
264,4123_7865,UniformCostSearch,C4,N/A,False,12345_678,15,43.0,20470,7854,0.1588
265,35816472_,BreadthFirstSearch,C1,N/A,False,123_45678,15,30.0,8785,3189,0.0364
266,35816472_,BreadthFirstSearch,C2,N/A,False,123_45678,15,36.0,8785,3189,0.0362
267,35816472_,BreadthFirstSearch,C3,N/A,False,123_45678,15,39.0,8785,3189,0.039
268,35816472_,BreadthFirstSearch,C4,N/A,False,123_45678,15,41.0,8785,3189,0.0616
269,35816472_,DepthFirstSearch,C1,N/A,False,1_2345678,29,58.0,81662,29308,0.3617
270,35816472_,DepthFirstSearch,C2,N/A,False,1_2345678,29,73.0,81662,29308,0.3704
271,35816472_,DepthFirstSearch,C3,N/A,False,1_2345678,29,72.0,81662,29308,0.3461
272,35816472_,DepthFirstSearch,C4,N/A,False,1_2345678,29,85.0,81662,29308,0.4481
273,35816472_,UniformCostSearch,C1,N/A,False,123_45678,15,30.0,20578,7485,0.1294
274,35816472_,UniformCostSearch,C2,N/A,False,123_45678,15,36.0,14470,5419,0.076
275,35816472_,UniformCostSearch,C3,N/A,False,123_45678,15,39.0,26685,9525,0.1655
276,35816472_,UniformCostSearch,C4,N/A,False,123_45678,15,41.0,9190,3544,0.0802
277,75_612348,BreadthFirstSearch,C1,N/A,False,1234_5678,18,36.0,43518,15831,0.2206
278,75_612348,BreadthFirstSearch,C2,N/A,False,1234_5678,18,45.0,43518,15831,0.2136
279,75_612348,BreadthFirstSearch,C3,N/A,False,1234_5678,18,45.0,43518,15831,0.2118
280,75_612348,BreadthFirstSearch,C4,N/A,False,1234_5678,18,60.0,43518,15831,0.2852
281,75_612348,DepthFirstSearch,C1,N/A,False,123456_78,28,56.0,35537,12721,0.14
282,75_612348,DepthFirstSearch,C2,N/A,False,123456_78,28,68.0,35537,12721,0.1715
283,75_612348,DepthFirstSearch,C3,N/A,False,123456_78,28,72.0,35537,12721,0.1476
284,75_612348,DepthFirstSearch,C4,N/A,False,123456_78,28,86.0,35537,12721,0.1865
285,75_612348,UniformCostSearch,C1,N/A,False,1234_5678,18,36.0,77977,28949,0.5284
286,75_612348,UniformCostSearch,C2,N/A,False,1234_5678,18,45.0,72993,27849,0.5177
287,75_612348,UniformCostSearch,C3,N/A,False,1234_5678,18,45.0,75655,28575,0.5208
288,75_612348,UniformCostSearch,C4,N/A,False,12345_678,19,59.0,134398,54615,1.1431
